Entity,Code,Year,Fossil fuels (% equivalent primary energy)
Estonia,EST,2012,93.813446
Estonia,EST,2013,95.12408
Estonia,EST,2014,94.17675
Estonia,EST,2015,93.099846
Estonia,EST,2016,93.268875
Estonia,EST,2017,92.86586
Estonia,EST,2018,91.96743
Estonia,EST,2019,89.314354
Estonia,EST,2020,84.77686
Estonia,EST,2021,85.15665
Estonia,EST,2022,84.7349
Europe,,1965,93.77565
Europe,,1966,93.43738
Europe,,1967,93.658005
Europe,,1968,93.56441
Europe,,1969,93.76789
Europe,,1970,93.75622
Europe,,1971,93.81595
Europe,,1972,93.765175
Europe,,1973,93.90966
Europe,,1974,93.36983
Europe,,1975,93.0864
Europe,,1976,93.366585
Europe,,1977,92.33232
Europe,,1978,92.23984
Europe,,1979,92.03577
Europe,,1980,91.590294
Europe,,1981,90.639786
Europe,,1982,90.39777
Europe,,1983,89.69993
Europe,,1984,88.59225
Europe,,1985,87.38545
Europe,,1986,87.28898
Europe,,1987,86.8682
Europe,,1988,86.086555
Europe,,1989,86.24832
Europe,,1990,86.20873
Europe,,1991,85.713295
Europe,,1992,84.94591
Europe,,1993,83.91561
Europe,,1994,83.377594
Europe,,1995,83.032234
Europe,,1996,82.969025
Europe,,1997,82.28948
Europe,,1998,82.19183
Europe,,1999,81.75655
Europe,,2000,81.433846
Europe,,2001,81.27672
Europe,,2002,81.596794
Europe,,2003,82.08186
Europe,,2004,81.6109
Europe,,2005,81.54468
Europe,,2006,81.71755
Europe,,2007,81.597786
Europe,,2008,81.11102
Europe,,2009,80.09162
Europe,,2010,79.870384
Europe,,2011,79.91378
Europe,,2012,79.06104
Europe,,2013,78.18452
Europe,,2014,77.17117
Europe,,2015,76.98361
Europe,,2016,77.26038
Europe,,2017,77.34744
Europe,,2018,76.840706
Europe,,2019,76.25941
Europe,,2020,74.23629
Europe,,2021,74.88967
Europe,,2022,74.94307
Europe (EI),,1965,92.28099
Europe (EI),,1966,91.82815
Europe (EI),,1967,91.96626
Europe (EI),,1968,92.12999
Europe (EI),,1969,92.61803
Europe (EI),,1970,92.695114
Europe (EI),,1971,92.71345
Europe (EI),,1972,92.52961
Europe (EI),,1973,92.73013
Europe (EI),,1974,91.92704
Europe (EI),,1975,91.23548
Europe (EI),,1976,91.89337
Europe (EI),,1977,90.424225
Europe (EI),,1978,90.49292
Europe (EI),,1979,90.20406
Europe (EI),,1980,89.66975
Europe (EI),,1981,88.11017
Europe (EI),,1982,87.48081
Europe (EI),,1983,86.45691
Europe (EI),,1984,85.11685
Europe (EI),,1985,85.33084
Europe (EI),,1986,85.25593
Europe (EI),,1987,84.68957
Europe (EI),,1988,83.51615
Europe (EI),,1989,83.850204
Europe (EI),,1990,83.76199
Europe (EI),,1991,83.162506
Europe (EI),,1992,82.28881
Europe (EI),,1993,81.249435
Europe (EI),,1994,80.84274
Europe (EI),,1995,80.784775
Europe (EI),,1996,80.7836
Europe (EI),,1997,80.2613
Europe (EI),,1998,80.11189
Europe (EI),,1999,79.80152
Europe (EI),,2000,79.546234
Europe (EI),,2001,79.47549
Europe (EI),,2002,79.726654
Europe (EI),,2003,80.29006
Europe (EI),,2004,79.722786
Europe (EI),,2005,79.74283
Europe (EI),,2006,79.81422
Europe (EI),,2007,79.81961
Europe (EI),,2008,79.0629
Europe (EI),,2009,78.02146
Europe (EI),,2010,77.388275
Europe (EI),,2011,77.18315
Europe (EI),,2012,76.0392
Europe (EI),,2013,75.05008
Europe (EI),,2014,73.822205
Europe (EI),,2015,73.63344
Europe (EI),,2016,74.047554
Europe (EI),,2017,74.33367
Europe (EI),,2018,73.289185
Europe (EI),,2019,72.30905
Europe (EI),,2020,70.07717
Europe (EI),,2021,70.766335
Europe (EI),,2022,71.10222
European Union (27),,1965,93.1231
European Union (27),,1966,92.72026
European Union (27),,1967,93.16797
European Union (27),,1968,93.460785
European Union (27),,1969,93.96136
European Union (27),,1970,93.921486
European Union (27),,1971,94.027504
European Union (27),,1972,93.82976
European Union (27),,1973,94.06396
European Union (27),,1974,93.461716
European Union (27),,1975,92.742096
European Union (27),,1976,93.57835
European Union (27),,1977,91.79869
European Union (27),,1978,91.85987
European Union (27),,1979,91.60295
European Union (27),,1980,91.15948
European Union (27),,1981,89.52179
European Union (27),,1982,88.92693
European Union (27),,1983,87.84568
European Union (27),,1984,86.246185
European Union (27),,1985,85.051765
European Union (27),,1986,84.608376
European Union (27),,1987,84.03183
European Union (27),,1988,83.072784
European Union (27),,1989,83.530205
European Union (27),,1990,83.031586
European Union (27),,1991,82.3869
European Union (27),,1992,81.78455
European Union (27),,1993,81.082245
European Union (27),,1994,80.85208
European Union (27),,1995,80.912796
European Union (27),,1996,80.85001
European Union (27),,1997,80.382385
European Union (27),,1998,80.38967
European Union (27),,1999,80.031815
European Union (27),,2000,79.58993
European Union (27),,2001,79.226944
European Union (27),,2002,79.69587
European Union (27),,2003,80.038795
European Union (27),,2004,79.42117
European Union (27),,2005,79.62063
European Union (27),,2006,79.44342
European Union (27),,2007,79.3576
European Union (27),,2008,78.39711
European Union (27),,2009,77.48698
European Union (27),,2010,76.667786
European Union (27),,2011,76.402954
European Union (27),,2012,75.25467
European Union (27),,2013,74.16292
European Union (27),,2014,72.731476
European Union (27),,2015,73.2545
European Union (27),,2016,73.72386
European Union (27),,2017,74.22053
European Union (27),,2018,73.2024
European Union (27),,2019,72.27078
European Union (27),,2020,69.98726
European Union (27),,2021,70.526115
European Union (27),,2022,71.28539
Finland,FIN,1974,81.93573
Finland,FIN,1975,82.91033
Finland,FIN,1976,87.48543
Finland,FIN,1977,81.63327
Finland,FIN,1978,84.477936
Finland,FIN,1979,80.762955
Finland,FIN,1980,81.10803
Finland,FIN,1981,69.42731
Finland,FIN,1982,67.42106
Finland,FIN,1983,65.53131
Finland,FIN,1984,66.09543
Finland,FIN,1985,68.441284
Finland,FIN,1986,68.724594
Finland,FIN,1987,68.40192
Finland,FIN,1988,68.7036
Finland,FIN,1989,69.59168
Finland,FIN,1990,68.106316
Finland,FIN,1991,66.63859
Finland,FIN,1992,65.077484
Finland,FIN,1993,65.28613
Finland,FIN,1994,68.30336
Finland,FIN,1995,65.77563
Finland,FIN,1996,68.58293
Finland,FIN,1997,65.738754
Finland,FIN,1998,62.55851
Finland,FIN,1999,63.649685
Finland,FIN,2000,62.421852
Finland,FIN,2001,64.674034
Finland,FIN,2002,66.70176
Finland,FIN,2003,69.27657
Finland,FIN,2004,64.40695
Finland,FIN,2005,62.446804
Finland,FIN,2006,66.04336
Finland,FIN,2007,64.42119
Finland,FIN,2008,60.703133
Finland,FIN,2009,62.322998
Finland,FIN,2010,63.937336
Finland,FIN,2011,61.39235
Finland,FIN,2012,57.129963
Finland,FIN,2013,59.171856
Finland,FIN,2014,56.58437
Finland,FIN,2015,53.474342
Finland,FIN,2016,55.46419
Finland,FIN,2017,53.69929
Finland,FIN,2018,53.93058
Finland,FIN,2019,52.208412
Finland,FIN,2020,47.986557
Finland,FIN,2021,45.787254
Finland,FIN,2022,42.174538
France,FRA,1965,89.22067
France,FRA,1966,88.1025
France,FRA,1967,90.05006
France,FRA,1968,89.32608
France,FRA,1969,89.75058
France,FRA,1970,89.563896
France,FRA,1971,90.6452
France,FRA,1972,90.4878
France,FRA,1973,91.367355
France,FRA,1974,90.03058
France,FRA,1975,88.375
France,FRA,1976,91.01117
France,FRA,1977,87.06053
France,FRA,1978,87.08176
France,FRA,1979,86.53367
France,FRA,1980,83.35257
France,FRA,1981,77.36802
France,FRA,1982,76.25006
France,FRA,1983,72.52389
France,FRA,1984,68.1688
France,FRA,1985,65.74969
France,FRA,1986,63.053596
France,FRA,1987,61.485725
France,FRA,1988,60.175926
France,FRA,1989,60.96876
France,FRA,1990,60.24618
France,FRA,1991,60.45459
France,FRA,1992,58.890797
France,FRA,1993,56.36549
France,FRA,1994,55.139774
France,FRA,1995,55.02205
France,FRA,1996,55.384247
France,FRA,1997,55.122364
France,FRA,1998,57.013916
France,FRA,1999,56.150986
France,FRA,2000,55.343914
France,FRA,2001,54.85561
France,FRA,2002,54.528557
France,FRA,2003,55.01045
France,FRA,2004,54.94113
France,FRA,2005,55.27814
France,FRA,2006,54.722057
France,FRA,2007,54.52616
France,FRA,2008,53.91832
France,FRA,2009,54.559826
France,FRA,2010,53.70638
France,FRA,2011,52.152115
France,FRA,2012,52.072918
France,FRA,2013,51.61048
France,FRA,2014,48.99895
France,FRA,2015,49.68814
France,FRA,2016,51.621407
France,FRA,2017,52.554
France,FRA,2018,50.40032
France,FRA,2019,50.77216
France,FRA,2020,49.00569
France,FRA,2021,49.951805
France,FRA,2022,53.73286
Germany,DEU,1965,98.37432
Germany,DEU,1966,98.23312
Germany,DEU,1967,98.22469
Germany,DEU,1968,98.2658
Germany,DEU,1969,98.404594
Germany,DEU,1970,97.97257
Germany,DEU,1971,98.336235
Germany,DEU,1972,98.16137
Germany,DEU,1973,97.92479
Germany,DEU,1974,97.53399
Germany,DEU,1975,96.745285
Germany,DEU,1976,96.79295
Germany,DEU,1977,95.681984
Germany,DEU,1978,95.59285
Germany,DEU,1979,95.28395
Germany,DEU,1980,94.80099
Germany,DEU,1981,93.89862
Germany,DEU,1982,93.05255
Germany,DEU,1983,92.988625
Germany,DEU,1984,91.45934
Germany,DEU,1985,89.509026
Germany,DEU,1986,89.88694
Germany,DEU,1987,89.119026
Germany,DEU,1988,88.164566
Germany,DEU,1989,87.83268
Germany,DEU,1990,88.3421
Germany,DEU,1991,88.5045
Germany,DEU,1992,87.240845
Germany,DEU,1993,87.50437
Germany,DEU,1994,87.410255
Germany,DEU,1995,87.10996
Germany,DEU,1996,87.14867
Germany,DEU,1997,86.27233
Germany,DEU,1998,86.62186
Germany,DEU,1999,85.60182
Germany,DEU,2000,85.04574
Germany,DEU,2001,85.17234
Germany,DEU,2002,84.952446
Germany,DEU,2003,84.90417
Germany,DEU,2004,83.9626
Germany,DEU,2005,83.48633
Germany,DEU,2006,82.725235
Germany,DEU,2007,82.552185
Germany,DEU,2008,81.98632
Germany,DEU,2009,81.75203
Germany,DEU,2010,81.47665
Germany,DEU,2011,81.73019
Germany,DEU,2012,81.14389
Germany,DEU,2013,81.359406
Germany,DEU,2014,79.8597
Germany,DEU,2015,78.84808
Germany,DEU,2016,79.68238
Germany,DEU,2017,78.74684
Germany,DEU,2018,77.780785
Germany,DEU,2019,76.0474
Germany,DEU,2020,74.19533
Germany,DEU,2021,76.06096
Germany,DEU,2022,76.20103
Greece,GRC,1982,94.71349
Greece,GRC,1983,96.54548
Greece,GRC,1984,95.95343
Greece,GRC,1985,96.24538
Greece,GRC,1986,95.67899
Greece,GRC,1987,96.60303
Greece,GRC,1988,97.261665
Greece,GRC,1989,97.971176
Greece,GRC,1990,98.17731
Greece,GRC,1991,96.85414
Greece,GRC,1992,97.79477
Greece,GRC,1993,97.70738
Greece,GRC,1994,97.448715
Greece,GRC,1995,96.67325
Greece,GRC,1996,96.00698
Greece,GRC,1997,96.531746
Greece,GRC,1998,96.84358
Greece,GRC,1999,96.035934
Greece,GRC,2000,96.71527
Greece,GRC,2001,97.70396
Greece,GRC,2002,97.216805
Greece,GRC,2003,95.702354
Greece,GRC,2004,95.708145
Greece,GRC,2005,95.39942
Greece,GRC,2006,94.550125
Greece,GRC,2007,96.65538
Greece,GRC,2008,95.8661
Greece,GRC,2009,94.00399
Greece,GRC,2010,91.86839
Greece,GRC,2011,93.60132
Greece,GRC,2012,91.59838
Greece,GRC,2013,87.56382
Greece,GRC,2014,88.67975
Greece,GRC,2015,86.54033
Greece,GRC,2016,86.33704
Greece,GRC,2017,87.94635
Greece,GRC,2018,86.159065
Greece,GRC,2019,85.82664
Greece,GRC,2020,82.39675
Greece,GRC,2021,79.90212
Greece,GRC,2022,80.10827
High-income countries,,1965,92.83102
High-income countries,,1966,92.710266
High-income countries,,1967,92.774506
High-income countries,,1968,92.95665
High-income countries,,1969,93.04428
High-income countries,,1970,93.119576
High-income countries,,1971,92.82096
High-income countries,,1972,92.635605
High-income countries,,1973,92.72853
High-income countries,,1974,91.69069
High-income countries,,1975,90.909
High-income countries,,1976,91.32809
High-income countries,,1977,90.932724
High-income countries,,1978,90.27321
High-income countries,,1979,90.192215
High-income countries,,1980,89.680984
High-income countries,,1981,88.73984
High-income countries,,1982,87.848076
High-income countries,,1983,86.908875
High-income countries,,1984,86.44848
High-income countries,,1985,85.56259
High-income countries,,1986,85.16257
High-income countries,,1987,84.97405
High-income countries,,1988,84.857086
High-income countries,,1989,84.90486
High-income countries,,1990,84.39921
High-income countries,,1991,83.90712
High-income countries,,1992,84.01136
High-income countries,,1993,83.55987
High-income countries,,1994,83.76496
High-income countries,,1995,83.41855
High-income countries,,1996,83.529564
High-income countries,,1997,83.58129
High-income countries,,1998,83.52387
High-income countries,,1999,83.35859
High-income countries,,2000,83.43272
High-income countries,,2001,83.619896
High-income countries,,2002,83.57929
High-income countries,,2003,84.19999
High-income countries,,2004,83.927536
High-income countries,,2005,83.862724
High-income countries,,2006,83.65462
High-income countries,,2007,83.95744
High-income countries,,2008,83.47686
High-income countries,,2009,82.63701
High-income countries,,2010,82.764145
High-income countries,,2011,82.72392
High-income countries,,2012,82.99452
High-income countries,,2013,82.668816
High-income countries,,2014,82.293976
High-income countries,,2015,82.17174
High-income countries,,2016,81.91617
High-income countries,,2017,81.68602
High-income countries,,2018,81.48309
High-income countries,,2019,80.898735
High-income countries,,2020,79.19783
High-income countries,,2021,79.60062
High-income countries,,2022,79.493965
Hong Kong,HKG,1995,100
Hong Kong,HKG,1996,100
Hong Kong,HKG,1997,100
Hong Kong,HKG,1998,100
Hong Kong,HKG,1999,100
Hong Kong,HKG,2008,99.9992
Hong Kong,HKG,2009,99.99901
Hong Kong,HKG,2010,99.94618
Hong Kong,HKG,2011,99.86229
Hong Kong,HKG,2012,99.93832
Hong Kong,HKG,2013,99.914
Hong Kong,HKG,2014,99.92748
Hong Kong,HKG,2015,99.915115
Hong Kong,HKG,2016,99.89769
Hong Kong,HKG,2017,99.88586
Hong Kong,HKG,2018,99.876526
Hong Kong,HKG,2019,99.843445
Hong Kong,HKG,2020,99.68315
Hong Kong,HKG,2021,99.68718
Hong Kong,HKG,2022,99.61783
Hungary,HUN,1965,99.880104
Hungary,HUN,1966,99.84226
Hungary,HUN,1967,99.864456
Hungary,HUN,1968,99.858215
Hungary,HUN,1969,99.858665
Hungary,HUN,1970,99.87849
Hungary,HUN,1971,99.871605
Hungary,HUN,1972,99.857506
Hungary,HUN,1973,99.87918
Hungary,HUN,1974,99.90598
Hungary,HUN,1975,99.8213
Hungary,HUN,1976,99.83067
Hungary,HUN,1977,99.85458
Hungary,HUN,1978,99.87408
Hungary,HUN,1979,99.86545
Hungary,HUN,1980,99.897095
Hungary,HUN,1981,99.84407
Hungary,HUN,1982,99.85307
Hungary,HUN,1983,97.6229
Hungary,HUN,1984,96.52611
Hungary,HUN,1985,94.34718
Hungary,HUN,1986,93.51432
Hungary,HUN,1987,90.86331
Hungary,HUN,1988,88.58721
Hungary,HUN,1989,87.91073
Hungary,HUN,1990,87.767395
Hungary,HUN,1991,86.88379
Hungary,HUN,1992,86.10847
Hungary,HUN,1993,85.74037
Hungary,HUN,1994,85.7242
Hungary,HUN,1995,85.89272
Hungary,HUN,1996,85.96823
Hungary,HUN,1997,85.819534
Hungary,HUN,1998,86.1024
Hungary,HUN,1999,85.91946
Hungary,HUN,2000,85.40974
Hungary,HUN,2001,85.886986
Hungary,HUN,2002,85.83749
Hungary,HUN,2003,88.86374
Hungary,HUN,2004,87.58509
Hungary,HUN,2005,85.73687
Hungary,HUN,2006,86.23867
Hungary,HUN,2007,84.55086
Hungary,HUN,2008,83.25225
Hungary,HUN,2009,80.81731
Hungary,HUN,2010,80.809135
Hungary,HUN,2011,80.83587
Hungary,HUN,2012,79.55321
Hungary,HUN,2013,78.89987
Hungary,HUN,2014,77.99967
Hungary,HUN,2015,79.00212
Hungary,HUN,2016,79.182625
Hungary,HUN,2017,80.167114
Hungary,HUN,2018,80.31348
Hungary,HUN,2019,79.215836
Hungary,HUN,2020,78.018036
Hungary,HUN,2021,77.87996
Hungary,HUN,2022,75.99541
Iceland,ISL,2007,25.698313
India,IND,1965,90.85054
India,IND,1966,90.729294
India,IND,1967,89.94139
India,IND,1968,89.14246
India,IND,1969,88.86252
India,IND,1970,87.729866
India,IND,1971,87.22594
India,IND,1972,88.22333
India,IND,1973,87.39299
India,IND,1974,88.574554
India,IND,1975,87.30659
India,IND,1976,87.22392
India,IND,1977,87.096855
India,IND,1978,84.608955
India,IND,1979,85.89683
India,IND,1980,85.97678
India,IND,1981,86.533226
India,IND,1982,88.50685
India,IND,1983,89.2679
India,IND,1984,88.66027
India,IND,1985,89.521835
India,IND,1986,89.99223
India,IND,1987,91.131836
India,IND,1988,90.89139
India,IND,1989,90.725296
India,IND,1990,90.66847
India,IND,1991,90.33736
India,IND,1992,91.147575
India,IND,1993,91.288704
India,IND,1994,90.82382
India,IND,1995,91.58405
India,IND,1996,92.43679
India,IND,1997,92.55029
India,IND,1998,91.6828
India,IND,1999,91.857925
India,IND,2000,92.42369
India,IND,2001,92.58519
India,IND,2002,92.86599
India,IND,2003,93.11504
India,IND,2004,91.18719
India,IND,2005,92.04762
India,IND,2006,91.30108
India,IND,2007,91.225044
India,IND,2008,92.00569
India,IND,2009,92.75557
India,IND,2010,92.406075
India,IND,2011,91.12993
India,IND,2012,91.914505
India,IND,2013,91.33185
India,IND,2014,91.341
India,IND,2015,91.46809
India,IND,2016,91.72756
India,IND,2017,91.283035
India,IND,2018,90.839775
India,IND,2019,89.757744
India,IND,2020,88.86098
India,IND,2021,89.195786
India,IND,2022,88.45657
Indonesia,IDN,1965,93.614075
Indonesia,IDN,1966,91.63539
Indonesia,IDN,1967,90.49417
Indonesia,IDN,1968,88.98986
Indonesia,IDN,1969,89.79812
Indonesia,IDN,1970,88.42933
Indonesia,IDN,1971,95.99885
Indonesia,IDN,1972,96.62616
Indonesia,IDN,1973,96.22562
Indonesia,IDN,1974,96.0977
Indonesia,IDN,1975,96.657875
Indonesia,IDN,1976,98.13276
Indonesia,IDN,1977,97.652176
Indonesia,IDN,1978,98.50937
Indonesia,IDN,1979,98.54371
Indonesia,IDN,1980,98.77277
Indonesia,IDN,1981,98.859314
Indonesia,IDN,1982,98.77956
Indonesia,IDN,1983,98.26763
Indonesia,IDN,1984,98.2819
Indonesia,IDN,1985,98.01914
Indonesia,IDN,1986,97.013176
Indonesia,IDN,1987,97.088776
Indonesia,IDN,1988,96.97101
Indonesia,IDN,1989,96.59188
Indonesia,IDN,1990,96.26814
Indonesia,IDN,1991,96.18753
Indonesia,IDN,1992,95.59145
Indonesia,IDN,1993,96.15234
Indonesia,IDN,1994,96.478775
Indonesia,IDN,1995,96.46073
Indonesia,IDN,1996,96.49119
Indonesia,IDN,1997,97.52272
Indonesia,IDN,1998,95.9851
Indonesia,IDN,1999,96.14755
Indonesia,IDN,2000,96.266365
Indonesia,IDN,2001,95.8876
Indonesia,IDN,2002,96.316185
Indonesia,IDN,2003,96.77891
Indonesia,IDN,2004,96.57445
Indonesia,IDN,2005,96.473656
Indonesia,IDN,2006,96.76872
Indonesia,IDN,2007,96.621086
Indonesia,IDN,2008,96.41277
Indonesia,IDN,2009,96.32801
Indonesia,IDN,2010,95.597435
Indonesia,IDN,2011,96.52128
Indonesia,IDN,2012,96.42406
Indonesia,IDN,2013,95.543884
Indonesia,IDN,2014,95.39362
Indonesia,IDN,2015,96.08106
Indonesia,IDN,2016,94.30022
Indonesia,IDN,2017,94.44938
Indonesia,IDN,2018,92.14909
Indonesia,IDN,2019,91.63443
Indonesia,IDN,2020,89.49054
Indonesia,IDN,2021,88.86076
Indonesia,IDN,2022,89.795044
Iran,IRN,1965,94.774925
Iran,IRN,1966,94.84851
Iran,IRN,1967,94.95878
Iran,IRN,1968,95.06827
Iran,IRN,1969,95.162895
Iran,IRN,1970,95.58471
Iran,IRN,1971,95.66744
Iran,IRN,1972,94.98106
Iran,IRN,1973,96.44229
Iran,IRN,1974,96.54437
Iran,IRN,1975,96.88595
Iran,IRN,1976,96.90475
Iran,IRN,1977,97.17499
Iran,IRN,1978,95.47399
Iran,IRN,1979,96.36573
Iran,IRN,1980,95.93527
Iran,IRN,1981,95.57808
Iran,IRN,1982,95.88876
Iran,IRN,1983,96.611534
Iran,IRN,1984,97.068245
Iran,IRN,1985,97.29117
Iran,IRN,1986,96.54439
Iran,IRN,1987,96.42652
Iran,IRN,1988,96.30319
Iran,IRN,1989,97.23896
Iran,IRN,1990,97.30975
Iran,IRN,1991,98.11642
Iran,IRN,1992,97.20409
Iran,IRN,1993,96.542206
Iran,IRN,1994,97.97854
Iran,IRN,1995,97.6737
Iran,IRN,1996,97.735405
Iran,IRN,1997,98.51893
Iran,IRN,1998,98.20786
Iran,IRN,1999,98.85013
Iran,IRN,2000,99.1917
Iran,IRN,2001,99.18181
Iran,IRN,2002,98.556656
Iran,IRN,2003,98.31623
Iran,IRN,2004,98.11567
Iran,IRN,2005,97.85736
Iran,IRN,2006,97.49926
Iran,IRN,2007,97.72937
Iran,IRN,2008,99.07669
Iran,IRN,2009,99.184074
Iran,IRN,2010,98.804146
Iran,IRN,2011,98.797646
Iran,IRN,2012,98.47736
Iran,IRN,2013,98.04956
Iran,IRN,2014,98.16574
Iran,IRN,2015,98.3553
Iran,IRN,2016,97.970764
Iran,IRN,2017,97.830605
Iran,IRN,2018,98.50495
Iran,IRN,2019,96.66152
Iran,IRN,2020,97.58902
Iran,IRN,2021,98.43889
Iran,IRN,2022,98.78325
Iraq,IRQ,2017,99.0059
Iraq,IRQ,2018,99.03992
Iraq,IRQ,2019,97.80529
Ireland,IRL,1979,97.64741
Ireland,IRL,1980,97.5344
Ireland,IRL,1981,97.40298
Ireland,IRL,1982,97.56095
Ireland,IRL,1983,97.59681
Ireland,IRL,1984,97.86099
Ireland,IRL,1985,97.512436
Ireland,IRL,1986,97.47282
Ireland,IRL,1987,98.13373
Ireland,IRL,1988,97.61621
Ireland,IRL,1989,98.14897
Ireland,IRL,1990,98.251686
Ireland,IRL,1991,98.198685
Ireland,IRL,1992,98.02416
Ireland,IRL,1993,98.164024
Ireland,IRL,1994,97.879395
Ireland,IRL,1995,98.386734
Ireland,IRL,1996,98.39577
Ireland,IRL,1997,98.345345
Ireland,IRL,1998,97.780815
Ireland,IRL,1999,97.97918
Ireland,IRL,2000,97.96563
Ireland,IRL,2001,98.33921
Ireland,IRL,2002,97.764984
Ireland,IRL,2003,98.11951
Ireland,IRL,2004,97.753815
Ireland,IRL,2005,97.121376
Ireland,IRL,2006,96.34426
Ireland,IRL,2007,95.84555
Ireland,IRL,2008,94.51094
Ireland,IRL,2009,92.94484
Ireland,IRL,2010,93.53165
Ireland,IRL,2011,90.49959
Ireland,IRL,2012,90.691635
Ireland,IRL,2013,89.86202
Ireland,IRL,2014,88.5217
Ireland,IRL,2015,86.8787
Ireland,IRL,2016,88.01564
Ireland,IRL,2017,85.805664
Ireland,IRL,2018,84.31593
Ireland,IRL,2019,81.98318
Ireland,IRL,2020,78.48708
Ireland,IRL,2021,81.598595
Ireland,IRL,2022,79.86834
Israel,ISR,1980,100
Israel,ISR,1981,99.99372
Israel,ISR,1982,99.99419
Israel,ISR,1983,99.99709
Israel,ISR,1984,99.99442
Israel,ISR,1985,99.99398
Israel,ISR,1986,99.98284
Israel,ISR,1987,99.97332
Israel,ISR,1988,99.97511
Israel,ISR,1989,99.99286
Israel,ISR,1990,99.99313
Israel,ISR,1991,99.98648
Israel,ISR,1992,99.94402
Israel,ISR,1993,99.95378
Israel,ISR,1994,99.960815
Israel,ISR,1995,99.96213
Israel,ISR,1996,99.96492
Israel,ISR,1997,99.96658
Israel,ISR,1998,99.96825
Israel,ISR,1999,99.95956
Israel,ISR,2000,99.95969
Israel,ISR,2001,99.97414
Israel,ISR,2002,99.909134
Israel,ISR,2003,99.89759
Israel,ISR,2004,99.90331
Israel,ISR,2005,99.880104
Israel,ISR,2006,99.93057
Israel,ISR,2007,99.93855
Israel,ISR,2008,99.92954
Israel,ISR,2009,99.8465
Israel,ISR,2010,99.77021
Israel,ISR,2011,99.632
Israel,ISR,2012,99.474106
Israel,ISR,2013,99.3855
Israel,ISR,2014,98.94805
Israel,ISR,2015,98.649506
Israel,ISR,2016,98.159225
Israel,ISR,2017,98.16206
Israel,ISR,2018,98.003624
Israel,ISR,2019,96.932274
Israel,ISR,2020,95.75261
Israel,ISR,2021,94.802505
Israel,ISR,2022,93.53439
Italy,ITA,1965,84.527466
Italy,ITA,1966,85.12313
Italy,ITA,1967,86.78449
Italy,ITA,1968,87.78835
Italy,ITA,1969,89.15938
Italy,ITA,1970,89.94921
Italy,ITA,1971,90.67943
Italy,ITA,1972,90.71224
Italy,ITA,1973,91.876274
Italy,ITA,1974,91.69833
Italy,ITA,1975,90.898636
Italy,ITA,1976,91.73596
Italy,ITA,1977,89.736824
Italy,ITA,1978,90.76889
Italy,ITA,1979,91.25885
Italy,ITA,1980,91.19705
Italy,ITA,1981,91.404434
Italy,ITA,1982,90.80008
Italy,ITA,1983,90.809204
Italy,ITA,1984,90.575096
Italy,ITA,1985,90.86301
Italy,ITA,1986,90.77643
Italy,ITA,1987,92.686455
Italy,ITA,1988,92.679634
Italy,ITA,1989,93.95952
Italy,ITA,1990,94.456
Italy,ITA,1991,92.979904
Italy,ITA,1992,92.917656
Italy,ITA,1993,92.85207
Italy,ITA,1994,92.35448
Italy,ITA,1995,93.68773
Italy,ITA,1996,92.95814
Italy,ITA,1997,93.07886
Italy,ITA,1998,93.19385
Italy,ITA,1999,92.68716
Italy,ITA,2000,92.84436
Italy,ITA,2001,92.391495
Italy,ITA,2002,93.22162
Italy,ITA,2003,93.66092
Italy,ITA,2004,92.77965
Italy,ITA,2005,93.56646
Italy,ITA,2006,93.27001
Italy,ITA,2007,93.56803
Italy,ITA,2008,91.80468
Italy,ITA,2009,89.4145
Italy,ITA,2010,88.56919
Italy,ITA,2011,87.55695
Italy,ITA,2012,85.83427
Italy,ITA,2013,82.389305
Italy,ITA,2014,80.26024
Italy,ITA,2015,82.48963
Italy,ITA,2016,82.768234
Italy,ITA,2017,83.62919
Italy,ITA,2018,82.2725
Italy,ITA,2019,82.135025
Italy,ITA,2020,79.96527
Italy,ITA,2021,81.836876
Italy,ITA,2022,83.40124
Japan,JPN,1965,87.66102
Japan,JPN,1966,88.26663
Japan,JPN,1967,91.128716
Japan,JPN,1968,91.43273
Japan,JPN,1969,92.283226
Japan,JPN,1970,92.76622
Japan,JPN,1971,92.18139
Japan,JPN,1972,92.34816
Japan,JPN,1973,94.42505
Japan,JPN,1974,92.59506
Japan,JPN,1975,91.7925
Japan,JPN,1976,91.43833
Japan,JPN,1977,92.42968
Japan,JPN,1978,91.060646
Japan,JPN,1979,89.94725
Japan,JPN,1980,88.30955
Japan,JPN,1981,87.836464
Japan,JPN,1982,86.07759
Japan,JPN,1983,85.160774
Japan,JPN,1984,85.80965
Japan,JPN,1985,83.533356
Japan,JPN,1986,83.246185
Japan,JPN,1987,82.45669
Japan,JPN,1988,83.340645
Japan,JPN,1989,83.07061
Japan,JPN,1990,83.81502
Japan,JPN,1991,82.985725
Japan,JPN,1992,83.49832
Japan,JPN,1993,81.4921
Japan,JPN,1994,82.99728
Japan,JPN,1995,81.708145
Japan,JPN,1996,81.63761
Japan,JPN,1997,80.35154
Japan,JPN,1998,79.60803
Japan,JPN,1999,80.56932
Japan,JPN,2000,80.666885
Japan,JPN,2001,80.66984
Japan,JPN,2002,81.083145
Japan,JPN,2003,84.29077
Japan,JPN,2004,82.07742
Japan,JPN,2005,82.3535
Japan,JPN,2006,81.39391
Japan,JPN,2007,82.98997
